Date,Vàng,Tiền ảo,Cổ phiếu
2024-01-01,99.73355534200581,155.92601456389048,197.3267799468469
2024-01-02,96.68578817004615,156.87847450425903,199.4607402752919
2024-01-03,97.18534055625777,152.46123354714837,198.62382222032892
2024-01-04,96.28154966647266,150.06558166642947,200.13114720780408
2024-01-05,94.67517784649208,147.20203687697756,199.2458869581353
2024-01-06,95.0345009297888,157.51923481318877,204.0506185077131
2024-01-07,95.02978006121353,160.6337448633173,207.71629362006837
2024-01-08,94.60578281822531,161.96814412497906,216.23618220620165
2024-01-09,92.20331097105401,157.07650557140246,216.9501487504408
2024-01-10,89.63728537065312,160.72973105458163,219.93578276344388
2024-01-11,90.49808063782655,153.06275130043844,226.79465814216528
2024-01-12,91.81063635560209,140.62409723174508,231.19578474455284
2024-01-13,92.69678930600473,148.76891467877817,230.66534418504327
2024-01-14,94.76459612413583,146.9707034104285,233.4199699693295
2024-01-15,93.30742512456854,165.42265712165002,235.28109589172652
2024-01-16,90.10358117430408,150.3392235626021,236.51933801774788
2024-01-17,91.85179687217496,132.13205698122263,236.8803194078353
2024-01-18,92.99879419791482,134.32170522328238,233.07199045620143
2024-01-19,88.89670536109377,127.9625164946762,232.68903621311753
2024-01-20,85.21285949033837,123.1214887198656,236.9604390276044
2024-01-21,84.53519281423553,114.07225599786099,235.15887853456178
2024-01-22,87.45394123049506,102.80402689394744,233.73219003999674
2024-01-23,88.92270343830296,103.50037516199484,231.9349016240654
2024-01-24,87.70115761260672,112.37849498220594,232.89218038538525
2024-01-25,87.04458011743426,113.65985626620228,236.64387879216045
2024-01-26,90.06173006417269,106.9361245340718,233.73394749723644
2024-01-27,88.65340741456536,102.89419053169622,231.18263153594023
2024-01-28,88.47471205718799,104.93718754900134,231.20304880934628
2024-01-29,91.64353238935117,102.07268832518741,231.11742936044968
2024-01-30,92.30838442015275,98.24479227789008,236.49443837908714
2024-01-31,88.05269857289736,96.01229056735058,236.6645150842688
2024-02-01,88.11123572854132,104.05024947681692,240.22424100281447
2024-02-02,85.97055363411941,109.49167743996813,243.23054522802823
2024-02-03,82.17919450859658,111.32264854454831,245.74744429142982
2024-02-04,83.51909189391154,98.80915749596798,248.9517950016497
2024-02-05,83.63768134730512,106.74776467998893,247.7796371863389
2024-02-06,82.55910919189633,101.67283652782903,247.0821184161612
2024-02-07,81.58678335514246,104.64312031412771,246.65107293697255
2024-02-08,82.87337273153595,108.42780234780527,244.21623327213473
2024-02-09,85.31859877860488,100.841626972665,237.35907088894072
2024-02-10,81.92715117968552,101.63963970271446,240.17243548154514
2024-02-11,79.23439930788929,112.62340539813827,238.60924977520878
2024-02-12,78.84071881623943,123.42057683274976,238.62051510871754
2024-02-13,81.31362189137529,119.36836849819754,234.05211995960968
2024-02-14,82.13012511872755,118.53691090279034,236.10292146942047
2024-02-15,80.34695281893326,118.77706466314139,243.2435835934358
2024-02-16,84.55117876020428,118.70743107904242,250.70392986496904
2024-02-17,83.37653290279557,122.84104491517155,248.44767329590348
2024-02-18,87.20889597903327,117.86089884958646,250.952554699226
2024-02-19,83.7897248056566,121.94787836969397,253.40275524308217
2024-02-20,87.87959286733876,131.5294706644925,256.900670093185
2024-02-21,89.3129440811377,141.27997349151929,250.55964718680428
2024-02-22,87.80386604731815,151.92839879185317,251.50668022960184
2024-02-23,83.67671769479213,165.03259929152006,249.51150473491066
2024-02-24,83.34044676342724,138.76238664420887,250.99325391629347
2024-02-25,84.73098062341501,140.8975269328853,246.83576408905998
2024-02-26,79.24757780735541,130.0717884851955,252.9911740932036
2024-02-27,78.21762492833145,126.78258853245951,249.65485617429323
2024-02-28,75.36652840658797,126.89503118194483,253.04996241084282
2024-02-29,74.21723799195861,117.27552086157996,259.0928799189368
2024-03-01,72.38894085132452,119.44686803705812,259.32103455750774
2024-03-02,74.06383816438536,115.48043302646131,268.6810930284905
2024-03-03,73.79427530260229,108.26356850978306,269.3541225262405
2024-03-04,73.37219541668183,112.2999102339432,269.3963065726881
2024-03-05,72.53278623538566,102.75879898688201,270.4251831748396
2024-03-06,74.95535133645309,104.42019111727848,275.88365681565
2024-03-07,75.29987947429301,95.00835982703126,278.878557088139
2024-03-08,76.495815800493,99.01684209088117,277.9481057498946
2024-03-09,73.27368320284971,93.91679346890623,278.0475677762971
2024-03-10,75.79287174661523,98.42961568867095,274.35574578402975
2024-03-11,75.53983072021484,93.72940592072644,261.49356361582517
2024-03-12,77.87232452530357,91.08993653738064,261.5706972516955
2024-03-13,77.96062981314498,87.04387250794531,255.9629002736131
2024-03-14,75.11944568469842,83.96813030837514,261.3256060721391
2024-03-15,73.77533753152748,77.59535305606084,262.63552759173024
2024-03-16,74.17266448133456,80.10700502823208,257.46266482972874
2024-03-17,71.5331442827004,82.2248917574518,258.6559896843758
2024-03-18,70.9221184381122,84.88712684550836,250.2882881233288
2024-03-19,70.73335946866796,83.8352076093653,249.95336037100097
2024-03-20,73.9581540719749,93.45537890390399,250.38753430907548
2024-03-21,73.09161710079385,95.03179450543512,254.24562108199288
2024-03-22,73.32446139502542,95.69459474153876,259.879185300669
2024-03-23,71.84867317091904,98.64610306784039,262.2358532560659
2024-03-24,74.73685502125943,89.97486530447593,261.4445691725324
2024-03-25,75.80263638305121,88.43720260049622,275.3495239216281
2024-03-26,73.972016311604,92.55511772221708,274.19534728879313
2024-03-27,74.83420626162729,98.2036242344675,269.6973448628365
2024-03-28,76.94869451948209,89.14068801773969,266.2411199478427
2024-03-29,75.54568585530507,101.45992437719225,272.80770401157736
2024-03-30,71.90238341002873,105.60545421692902,270.7634599138827
2024-03-31,67.50312679434268,103.41683530498686,274.2418430477193
2024-04-01,68.62168198756174,104.84285042137144,274.3268943775652
2024-04-02,69.41711466072434,100.38281162372583,267.03107000855505
2024-04-03,70.62688762814719,106.46801626117943,270.9778477888254
2024-04-04,71.40889132185913,96.99286100560569,261.5358190649117
2024-04-05,70.30722944208368,94.74544218351103,260.45259484324856
2024-04-06,69.15988943422934,93.99190996329122,262.00923455087013
2024-04-07,65.00868840793812,90.95851879191471,267.794498499347
2024-04-08,60.837009843724616,96.19846291505365,270.6238530929833
2024-04-09,59.49855369214264,91.85035486313558,272.7232196448904
2024-04-10,59.21482514473272,107.8601507098967,276.6714851664534
2024-04-11,58.31105935035309,101.98691832421429,275.18368856531197
2024-04-12,59.382172037248445,97.42892564058077,277.8410283567334
2024-04-13,60.56103250665594,107.42991638734449,275.25387847337186
2024-04-14,60.69794894127716,109.17509044133716,274.0615608418755
2024-04-15,64.4794629793353,96.65435876531222,275.31816507523973
2024-04-16,65.34942506007027,91.85066381727128,284.6366689708377
2024-04-17,65.1667577898363,85.16230444547256,292.40833722319593
2024-04-18,68.0642502869236,78.11957413564126,289.3768982027338
2024-04-19,70.06925792590975,78.10353776791865,291.27423255156026
2024-04-20,69.78685849630381,83.85414580898632,286.3310183193973
2024-04-21,70.55790169295459,89.43187856177705,297.5636147155221
2024-04-22,69.63170262342084,87.96072014627441,299.59293926455086
2024-04-23,69.41438641311645,92.69659604834416,302.5533771049012
2024-04-24,68.57856051989816,100.02706559386121,302.3928338825735
2024-04-25,68.39419581143497,93.49571758525218,298.90745657160926
2024-04-26,67.75262544793813,95.56056126501615,302.76113893239994
2024-04-27,68.53709649389626,100.40606700983575,297.07485977654585
2024-04-28,66.68823923844847,102.11586006173845,295.5313144882446
2024-04-29,67.11890762180265,104.69352150666641,290.33141332339176
2024-04-30,67.54049623481885,100.02125329424963,290.6286905757123
2024-05-01,66.97810440452805,102.67110007914495,291.81917570956233
2024-05-02,66.6982363563736,103.56022732081551,287.70137291354166
2024-05-03,67.45342378471236,104.26525933674733,287.9997341264412
2024-05-04,67.00325103134551,99.08026018927495,291.12426077189104
2024-05-05,70.52878703484508,104.17217233166583,288.4335853611306
2024-05-06,72.71090286167623,111.29799636271837,287.49982869456426
2024-05-07,73.94715531878327,122.6826482348702,290.89222987338997
